,name,year_start,college,fame,YEAR,G,POS,TRB%,STL%,BLK%,PTS,AST%,division
12689,Mark Strickland,1995,Temple University,0,1999.0,32.0,PF,13.2,1.1,1.7,119.0,4.7,1
12690,Mark Strickland,1995,Temple University,0,2001.0,55.0,SF,12.3,1.2,2.1,252.0,5.6,1
12691,Mark Strickland,1995,Temple University,0,2001.0,46.0,SF,12.6,1.2,2.5,201.0,5.5,1
12692,Mark Strickland,1995,Temple University,0,2001.0,9.0,SF,11.7,1.0,1.1,51.0,5.8,1
12693,Mark Strickland,1995,Temple University,0,2002.0,46.0,SF,11.4,1.5,1.9,208.0,5.1,1
12694,Rod Strickland,1989,DePaul University,0,1989.0,81.0,PG,6.5,3.3,0.1,721.0,31.8,1
12695,Rod Strickland,1989,DePaul University,0,1990.0,82.0,PG,6.8,2.9,0.4,868.0,31.2,1
12696,Rod Strickland,1989,DePaul University,0,1990.0,51.0,PG,6.9,3.4,0.5,429.0,30.7,1
12697,Rod Strickland,1989,DePaul University,0,1990.0,31.0,PG,6.7,2.5,0.3,439.0,31.5,1
12698,Rod Strickland,1989,DePaul University,0,1991.0,58.0,PG,5.8,2.7,0.3,800.0,31.5,1
12699,Rod Strickland,1989,DePaul University,0,1992.0,57.0,PG,7.0,2.9,0.5,787.0,33.8,1
12700,Rod Strickland,1989,DePaul University,0,1993.0,78.0,SG,7.4,2.6,0.6,1069.0,33.0,1
12701,Rod Strickland,1989,DePaul University,0,1994.0,82.0,PG,7.0,2.5,0.5,1411.0,38.2,1
12702,Rod Strickland,1989,DePaul University,0,1995.0,64.0,PG,7.9,2.8,0.3,1211.0,39.9,1
12703,Rod Strickland,1989,DePaul University,0,1996.0,67.0,PG,6.7,2.0,0.5,1256.0,43.4,1
12704,Rod Strickland,1989,DePaul University,0,1997.0,82.0,PG,6.5,2.5,0.3,1410.0,38.1,1
12705,Rod Strickland,1989,DePaul University,0,1998.0,76.0,PG,7.6,2.2,0.6,1349.0,43.1,1
12706,Rod Strickland,1989,DePaul University,0,1999.0,44.0,PG,7.6,2.5,0.2,690.0,45.9,1
12707,Rod Strickland,1989,DePaul University,0,2000.0,69.0,PG,6.8,2.2,0.6,869.0,38.9,1
12708,Rod Strickland,1989,DePaul University,0,2001.0,54.0,PG,6.0,2.0,0.3,498.0,37.1,1
12709,Rod Strickland,1989,DePaul University,0,2001.0,33.0,PG,6.0,2.2,0.3,401.0,38.9,1
12710,Rod Strickland,1989,DePaul University,0,2001.0,21.0,PG,6.0,1.5,0.2,97.0,31.9,1
12711,Rod Strickland,1989,DePaul University,0,2002.0,76.0,PG,5.9,2.0,0.4,794.0,35.7,1
12712,Rod Strickland,1989,DePaul University,0,2003.0,47.0,PG,5.6,2.5,0.5,320.0,33.3,1
12713,Rod Strickland,1989,DePaul University,0,2004.0,61.0,PG,7.4,1.6,0.7,382.0,34.5,1
12714,Rod Strickland,1989,DePaul University,0,2004.0,46.0,PG,7.3,1.6,0.6,311.0,33.8,1
12715,Rod Strickland,1989,DePaul University,0,2004.0,15.0,PG,7.5,1.6,1.0,71.0,37.0,1
12716,Rod Strickland,1989,DePaul University,0,2005.0,16.0,PG,8.0,0.8,0.8,28.0,29.7,1
12717,John Stroeder,1988,University of Montana,0,1988.0,41.0,PF,14.8,0.5,2.6,78.0,9.9,1
12718,Derek Strong,1992,Xavier University,0,1993.0,23.0,PF,19.6,1.6,0.2,156.0,5.9,1
12719,Derek Strong,1992,Xavier University,0,1994.0,67.0,PF,14.3,1.7,0.8,444.0,6.6,1
12720,Derek Strong,1992,Xavier University,0,1995.0,70.0,PF,16.1,0.9,0.7,441.0,4.7,1
12721,Derek Strong,1992,Xavier University,0,1996.0,63.0,PF,13.9,1.3,1.1,214.0,6.0,1
12722,Derek Strong,1992,Xavier University,0,1997.0,82.0,PF,15.2,1.3,0.8,699.0,6.2,1
12723,Derek Strong,1992,Xavier University,0,1998.0,58.0,PF,15.3,1.0,1.1,736.0,5.8,1
12724,Derek Strong,1992,Xavier University,0,1999.0,44.0,PF,13.4,1.2,0.8,223.0,4.1,1
12725,Derek Strong,1992,Xavier University,0,2000.0,20.0,PF,16.2,1.7,0.9,54.0,4.1,1
12726,Derek Strong,1992,Xavier University,0,2001.0,28.0,PF,12.6,1.5,0.1,118.0,2.3,1
12727,Lamont Strothers,1992,Christopher Newport University,0,1992.0,4.0,SG,3.2,2.9,3.7,10.0,9.2,0
12728,Lamont Strothers,1992,Christopher Newport University,0,1993.0,9.0,SG,5.5,2.8,0.0,50.0,14.3,0
12729,Rodney Stuckey,2008,Eastern Washington University,0,2008.0,57.0,PG,7.1,2.5,0.4,436.0,23.9,1
12730,Rodney Stuckey,2008,Eastern Washington University,0,2009.0,79.0,PG,6.5,1.7,0.3,1058.0,26.1,1
12731,Rodney Stuckey,2008,Eastern Washington University,0,2010.0,73.0,PG,6.8,2.2,0.4,1215.0,24.7,1
12732,Rodney Stuckey,2008,Eastern Washington University,0,2011.0,70.0,PG,6.0,1.9,0.4,1082.0,27.5,1
12733,Rodney Stuckey,2008,Eastern Washington University,0,2012.0,55.0,SG,5.2,1.4,0.5,812.0,22.7,1
12734,Rodney Stuckey,2008,Eastern Washington University,0,2013.0,76.0,SG,5.6,1.2,0.6,876.0,20.3,1
12735,Rodney Stuckey,2008,Eastern Washington University,0,2014.0,73.0,SG,4.7,1.4,0.4,1012.0,12.7,1
12736,Rodney Stuckey,2008,Eastern Washington University,0,2015.0,71.0,PG,7.3,1.5,0.4,896.0,20.2,1
12737,Rodney Stuckey,2008,Eastern Washington University,0,2016.0,58.0,PG,6.7,1.7,0.5,517.0,17.2,1
12738,Rodney Stuckey,2008,Eastern Washington University,0,2017.0,39.0,PG,6.8,1.2,0.0,281.0,17.7,1
12739,Jared Sullinger,2013,Ohio State University,0,2013.0,45.0,PF,17.5,1.3,1.9,270.0,6.2,1
12740,Jared Sullinger,2013,Ohio State University,0,2014.0,74.0,PF,16.7,0.9,1.8,982.0,10.1,1
12741,Jared Sullinger,2013,Ohio State University,0,2015.0,58.0,PF,15.4,1.4,2.1,770.0,14.2,1
12742,Jared Sullinger,2013,Ohio State University,0,2016.0,81.0,PF,18.7,1.9,1.9,834.0,15.5,1
12743,Jared Sullinger,2013,Ohio State University,0,2017.0,11.0,PF,12.9,1.7,0.7,37.0,3.7,1
12744,DaJuan Summers,2010,Georgetown University,0,2010.0,44.0,SF,6.7,1.1,1.5,134.0,6.3,1
12745,DaJuan Summers,2010,Georgetown University,0,2011.0,22.0,SF,3.7,0.8,0.4,74.0,1.6,1
12746,DaJuan Summers,2010,Georgetown University,0,2012.0,15.0,SF,6.6,1.8,0.0,68.0,8.1,1
12747,Bruno Sundov,1999,Unknown,0,2001.0,11.0,C,10.9,0.9,2.4,43.0,3.1,0
12748,Bruno Sundov,1999,Unknown,0,2002.0,22.0,C,13.5,1.8,2.4,32.0,6.1,0
12749,Bruno Sundov,1999,Unknown,0,2003.0,26.0,C,11.5,2.3,1.7,32.0,8.8,0
12750,Bruno Sundov,1999,Unknown,0,2005.0,21.0,C,10.5,1.5,2.1,25.0,4.6,0
12751,Jon Sundvold,1984,University of Missouri,0,1984.0,73.0,PG,4.0,1.1,0.0,507.0,26.4,1
12752,Jon Sundvold,1984,University of Missouri,0,1985.0,73.0,PG,3.5,1.5,0.0,400.0,26.2,1
12753,Jon Sundvold,1984,University of Missouri,0,1986.0,70.0,PG,4.0,1.4,0.0,500.0,31.7,1
12754,Jon Sundvold,1984,University of Missouri,0,1987.0,76.0,PG,3.1,0.9,0.0,850.0,26.1,1
12755,Jon Sundvold,1984,University of Missouri,0,1988.0,52.0,PG,2.5,1.2,0.1,421.0,23.4,1
12756,Jon Sundvold,1984,University of Missouri,0,1989.0,68.0,SG,3.7,1.0,0.0,709.0,17.6,1
12757,Jon Sundvold,1984,University of Missouri,0,1990.0,63.0,SG,4.5,1.4,0.0,384.0,17.1,1
12758,Jon Sundvold,1984,University of Missouri,0,1991.0,24.0,SG,2.2,1.5,0.0,112.0,16.7,1
12759,Bob Sura,1996,Florida State University,0,1996.0,79.0,SG,7.8,2.8,1.6,422.0,35.7,1
12760,Bob Sura,1996,Florida State University,0,1997.0,82.0,SG,8.8,2.3,1.3,755.0,30.2,1
12761,Bob Sura,1996,Florida State University,0,1998.0,46.0,SG,6.1,2.5,0.6,267.0,29.4,1
12762,Bob Sura,1996,Florida State University,0,1999.0,50.0,PG,7.7,3.0,1.3,214.0,32.0,1
12763,Bob Sura,1996,Florida State University,0,2000.0,73.0,SG,7.3,2.1,0.6,1009.0,21.8,1
12764,Bob Sura,1996,Florida State University,0,2001.0,53.0,SG,7.1,1.6,0.3,586.0,23.1,1
12765,Bob Sura,1996,Florida State University,0,2002.0,78.0,PG,7.7,2.5,0.6,778.0,25.0,1
12766,Bob Sura,1996,Florida State University,0,2003.0,55.0,SG,7.9,2.0,0.1,401.0,23.9,1
12767,Bob Sura,1996,Florida State University,0,2004.0,80.0,SG,11.2,2.0,0.6,596.0,24.1,1
12768,Bob Sura,1996,Florida State University,0,2004.0,53.0,SG,8.4,2.9,1.0,199.0,21.2,1
12769,Bob Sura,1996,Florida State University,0,2004.0,27.0,SG,13.2,1.4,0.4,397.0,26.3,1
12770,Bob Sura,1996,Florida State University,0,2005.0,61.0,PG,10.2,1.8,0.3,626.0,27.3,1
12771,Dane Suttle,1984,Pepperdine University,0,1984.0,40.0,SG,5.6,2.0,0.0,258.0,14.9,1
12772,Dane Suttle,1984,Pepperdine University,0,1985.0,6.0,SG,7.1,1.9,0.0,14.0,12.3,1
12773,Greg Sutton,1992,Oral Roberts University,0,1992.0,67.0,PG,4.3,2.2,0.9,246.0,21.7,1
12774,Greg Sutton,1992,Oral Roberts University,0,1995.0,53.0,PG,4.8,2.5,0.2,263.0,20.8,1
12775,Greg Sutton,1992,Oral Roberts University,0,1996.0,48.0,PG,4.5,2.0,0.2,252.0,25.7,1
12776,Greg Sutton,1992,Oral Roberts University,0,1996.0,18.0,PG,4.8,2.2,0.0,62.0,30.3,1
12777,Greg Sutton,1992,Oral Roberts University,0,1996.0,30.0,PG,4.3,1.9,0.3,190.0,23.8,1
12778,Mike Sweetney,2004,Georgetown University,0,2004.0,42.0,PF,18.3,2.0,1.8,180.0,4.8,1
12779,Mike Sweetney,2004,Georgetown University,0,2005.0,77.0,C,16.3,0.9,1.4,650.0,4.9,1
12780,Stromile Swift,2001,Louisiana State University,0,2001.0,80.0,PF,12.4,2.5,4.3,391.0,3.5,1
12781,Stromile Swift,2001,Louisiana State University,0,2002.0,68.0,PF,13.3,1.5,4.3,803.0,5.0,1
12782,Stromile Swift,2001,Louisiana State University,0,2003.0,67.0,PF,14.6,1.9,4.8,647.0,5.0,1
12783,Stromile Swift,2001,Louisiana State University,0,2004.0,77.0,PF,14.0,1.9,5.6,727.0,4.4,1
12784,Stromile Swift,2001,Louisiana State University,0,2005.0,60.0,PF,12.8,1.7,5.7,604.0,6.2,1
12785,Stromile Swift,2001,Louisiana State University,0,2006.0,66.0,C,12.7,1.5,3.0,586.0,3.6,1
12786,Stromile Swift,2001,Louisiana State University,0,2007.0,54.0,C,14.5,1.5,4.6,419.0,2.8,1
12787,Stromile Swift,2001,Louisiana State University,0,2008.0,56.0,PF,13.4,0.9,4.8,343.0,5.1,1
12788,Stromile Swift,2001,Louisiana State University,0,2008.0,35.0,PF,13.2,0.9,4.8,238.0,6.6,1
12789,Stromile Swift,2001,Louisiana State University,0,2009.0,19.0,PF,14.6,1.1,3.3,62.0,2.4,1
12790,Stromile Swift,2001,Louisiana State University,0,2009.0,13.0,PF,15.9,1.7,3.6,39.0,2.3,1
12791,Pape Sy,2011,Unknown,0,2011.0,3.0,SF,8.6,2.6,0.0,7.0,14.5,0
12792,Brett Szabo,1997,Augustana College (SD),0,1997.0,70.0,C,14.3,1.2,3.6,153.0,3.7,0
12793,Wally Szczerbiak,2000,Miami University,0,2000.0,73.0,SF,7.3,1.4,0.8,845.0,14.2,1
12794,Wally Szczerbiak,2000,Miami University,0,2001.0,82.0,SF,8.9,1.1,0.8,1145.0,14.5,1
12795,Wally Szczerbiak,2000,Miami University,0,2002.0,82.0,SF,7.2,1.1,0.5,1531.0,13.6,1
12796,Wally Szczerbiak,2000,Miami University,0,2003.0,52.0,SF,7.4,1.3,0.9,913.0,12.2,1
12797,Wally Szczerbiak,2000,Miami University,0,2004.0,28.0,SF,8.1,1.0,0.1,285.0,8.9,1
12798,Wally Szczerbiak,2000,Miami University,0,2005.0,81.0,SF,6.8,0.8,0.5,1253.0,12.7,1
12799,Wally Szczerbiak,2000,Miami University,0,2006.0,72.0,SF,6.9,0.8,0.5,1366.0,14.1,1
12800,Wally Szczerbiak,2000,Miami University,0,2006.0,40.0,SF,7.3,0.7,0.7,805.0,13.4,1
12801,Wally Szczerbiak,2000,Miami University,0,2006.0,32.0,SF,6.4,0.8,0.3,561.0,15.1,1
12802,Wally Szczerbiak,2000,Miami University,0,2007.0,32.0,SF,6.5,1.0,0.3,479.0,11.3,1
12803,Wally Szczerbiak,2000,Miami University,0,2008.0,75.0,SF,6.9,0.7,0.5,861.0,10.1,1
12804,Wally Szczerbiak,2000,Miami University,0,2008.0,50.0,SF,6.3,0.6,0.3,656.0,9.9,1
12805,Wally Szczerbiak,2000,Miami University,0,2008.0,25.0,SF,8.3,0.9,1.0,205.0,10.4,1
12806,Wally Szczerbiak,2000,Miami University,0,2009.0,74.0,SF,9.0,1.0,0.5,517.0,8.3,1
12807,Zan Tabak,1995,Unknown,0,1995.0,37.0,C,18.0,0.6,2.7,75.0,3.3,0
12808,Zan Tabak,1995,Unknown,0,1996.0,67.0,C,14.3,0.9,1.8,514.0,7.6,0
12809,Zan Tabak,1995,Unknown,0,1998.0,57.0,C,12.2,1.1,2.8,307.0,8.1,0
12810,Zan Tabak,1995,Unknown,0,1998.0,39.0,C,11.5,1.0,2.5,248.0,8.1,0
12811,Yuta Tabuse,2005,Brigham Young University Hawaii,0,2005.0,4.0,PG,12.6,0.0,0.0,7.0,22.4,0
12812,Roy Tarpley,1987,University of Michigan,0,1987.0,75.0,PF,20.5,1.9,3.2,561.0,5.0,1
12813,Roy Tarpley,1987,University of Michigan,0,1988.0,81.0,PF,22.6,2.2,2.1,1093.0,5.6,1
12814,Roy Tarpley,1987,University of Michigan,0,1989.0,19.0,PF,20.3,2.4,3.0,328.0,4.8,1
12815,Roy Tarpley,1987,University of Michigan,0,1990.0,45.0,PF,20.3,2.4,2.6,758.0,6.5,1
12816,Roy Tarpley,1987,University of Michigan,0,1991.0,5.0,C,18.3,1.8,3.3,102.0,12.4,1
12817,Roy Tarpley,1987,University of Michigan,0,1995.0,55.0,C,17.9,1.7,2.8,691.0,7.2,1
12818,Anthony Taylor,1989,University of Oregon,0,1989.0,21.0,PG,5.2,2.9,0.8,144.0,18.0,1
12819,Brian Taylor,1973,Princeton University,0,1982.0,41.0,PG,4.5,1.7,0.4,443.0,23.4,1
12820,Donell Taylor,2006,University of Alabama at Birmingham,0,2006.0,51.0,SG,6.6,3.4,0.7,140.0,15.2,1
12821,Donell Taylor,2006,University of Alabama at Birmingham,0,2007.0,47.0,SG,8.3,2.4,0.6,126.0,19.6,1
12822,Isaiah Taylor,2017,University of Texas at Austin,0,2017.0,4.0,PG,3.1,0.9,1.6,3.0,7.1,1
12823,Jay Taylor,1990,Eastern Illinois University,0,1990.0,17.0,SG,5.1,2.1,1.6,51.0,7.1,1
12824,Jeff Taylor,1983,Texas Tech University,0,1983.0,44.0,SG,5.4,2.4,1.1,158.0,18.6,1
12825,Jeffery Taylor,2013,Vanderbilt University,0,2013.0,77.0,SF,5.7,1.6,0.8,472.0,7.0,1
12826,Jeffery Taylor,2013,Vanderbilt University,0,2014.0,26.0,SF,5.4,1.1,0.6,208.0,5.7,1
12827,Jeffery Taylor,2013,Vanderbilt University,0,2015.0,29.0,SF,6.8,1.4,0.2,127.0,8.2,1
12828,Jermaine Taylor,2010,University of Central Florida,0,2010.0,31.0,SG,8.7,1.7,0.7,128.0,8.4,1
12829,Jermaine Taylor,2010,University of Central Florida,0,2011.0,34.0,SG,7.3,1.5,0.7,223.0,11.1,1
12830,Jermaine Taylor,2010,University of Central Florida,0,2011.0,8.0,SG,6.6,1.3,1.8,39.0,4.4,1
12831,Jermaine Taylor,2010,University of Central Florida,0,2011.0,26.0,SG,7.4,1.5,0.5,184.0,12.4,1
12832,Johnny Taylor,1998,University of Tennessee at Chattanooga,0,1998.0,12.0,SF,7.1,1.5,1.3,38.0,1.6,1
12833,Johnny Taylor,1998,University of Tennessee at Chattanooga,0,1999.0,36.0,SF,8.1,2.1,1.7,207.0,5.7,1
12834,Leonard Taylor,1990,University of California,0,1990.0,10.0,PF,17.3,0.0,0.0,11.0,3.1,1
12835,Maurice Taylor,1998,University of Michigan,0,1998.0,71.0,PF,11.1,1.2,1.8,815.0,6.6,1
12836,Maurice Taylor,1998,University of Michigan,0,1999.0,46.0,PF,9.5,0.6,1.4,773.0,8.9,1
12837,Maurice Taylor,1998,University of Michigan,0,2000.0,62.0,PF,10.0,1.2,1.5,1060.0,8.6,1
12838,Maurice Taylor,1998,University of Michigan,0,2001.0,69.0,SF,11.1,0.8,1.3,899.0,9.7,1
12839,Maurice Taylor,1998,University of Michigan,0,2003.0,67.0,PF,10.0,0.9,1.1,562.0,8.8,1
12840,Maurice Taylor,1998,University of Michigan,0,2004.0,75.0,PF,10.9,1.1,1.7,862.0,10.1,1
12841,Maurice Taylor,1998,University of Michigan,0,2005.0,65.0,PF-C,11.2,1.1,1.2,472.0,8.7,1
12842,Maurice Taylor,1998,University of Michigan,0,2005.0,38.0,PF,10.6,1.0,1.0,296.0,10.2,1
12843,Maurice Taylor,1998,University of Michigan,0,2005.0,27.0,C,12.7,1.4,1.4,176.0,5.7,1
12844,Maurice Taylor,1998,University of Michigan,0,2006.0,67.0,PF,11.5,0.9,0.9,422.0,7.9,1
12845,Mike Taylor,2009,Iowa State University,0,2009.0,51.0,PG,6.5,2.4,0.0,289.0,22.9,1
12846,Tyshawn Taylor,2013,University of Kansas,0,2013.0,38.0,PG,4.8,3.2,0.0,85.0,15.9,1
12847,Tyshawn Taylor,2013,University of Kansas,0,2014.0,23.0,PG,3.3,2.3,0.3,89.0,21.4,1
12848,Terry Teagle,1983,Baylor University,0,1983.0,73.0,SG,6.1,1.5,0.6,761.0,13.5,1
12849,Terry Teagle,1983,Baylor University,0,1984.0,68.0,SG,6.8,1.0,0.4,340.0,14.5,1
12850,Terry Teagle,1983,Baylor University,0,1985.0,21.0,SG,6.9,1.7,0.8,175.0,6.0,1
12851,Terry Teagle,1983,Baylor University,0,1985.0,19.0,SG,7.0,1.8,0.8,173.0,6.1,1
12852,Terry Teagle,1983,Baylor University,0,1986.0,82.0,SG,5.9,1.5,0.9,1165.0,7.6,1
12853,Terry Teagle,1983,Baylor University,0,1987.0,82.0,SG,5.8,1.9,0.5,922.0,9.5,1
12854,Terry Teagle,1983,Baylor University,0,1988.0,47.0,SG,4.7,1.6,0.2,594.0,10.3,1
12855,Terry Teagle,1983,Baylor University,0,1989.0,66.0,SF,8.4,2.3,0.6,1002.0,9.0,1
12856,Terry Teagle,1983,Baylor University,0,1990.0,82.0,SF,8.2,1.7,0.3,1323.0,9.9,1
12857,Terry Teagle,1983,Baylor University,0,1991.0,82.0,SG,7.0,1.1,0.3,815.0,8.8,1
12858,Terry Teagle,1983,Baylor University,0,1992.0,82.0,SG,6.5,2.1,0.3,880.0,12.3,1
12859,Jeff Teague,2010,Wake Forest University,0,2010.0,71.0,PG,5.4,2.5,1.2,228.0,25.1,1
12860,Jeff Teague,2010,Wake Forest University,0,2011.0,70.0,PG,6.4,2.5,2.0,361.0,23.3,1
12861,Jeff Teague,2010,Wake Forest University,0,2012.0,66.0,PG,4.3,2.6,1.3,831.0,24.3,1
12862,Jeff Teague,2010,Wake Forest University,0,2013.0,80.0,PG,3.9,2.3,0.8,1166.0,36.1,1
12863,Jeff Teague,2010,Wake Forest University,0,2014.0,79.0,PG,4.7,1.8,0.5,1304.0,35.1,1
12864,Jeff Teague,2010,Wake Forest University,0,2015.0,73.0,PG,4.7,2.9,1.2,1162.0,37.9,1
12865,Jeff Teague,2010,Wake Forest University,0,2016.0,79.0,PG,5.2,2.1,0.8,1239.0,34.4,1
12866,Jeff Teague,2010,Wake Forest University,0,2017.0,82.0,PG,7.0,1.9,1.1,1254.0,36.4,1
12867,Marquis Teague,2013,University of Kentucky,0,2013.0,48.0,PG,6.4,1.2,1.3,99.0,25.6,1
12868,Marquis Teague,2013,University of Kentucky,0,2014.0,40.0,SG,5.3,1.2,0.9,107.0,20.6,1
12869,Marquis Teague,2013,University of Kentucky,0,2014.0,19.0,SG,4.5,0.4,1.3,45.0,17.9,1
12870,Marquis Teague,2013,University of Kentucky,0,2014.0,21.0,SG,6.3,2.1,0.4,62.0,23.8,1
12871,Mirza Teletovic,2013,Unknown,0,2013.0,53.0,PF,11.2,1.4,1.2,188.0,7.7,0
12872,Mirza Teletovic,2013,Unknown,0,2014.0,72.0,SF,11.4,1.1,1.4,622.0,7.1,0
12873,Mirza Teletovic,2013,Unknown,0,2015.0,40.0,PF,12.2,0.8,1.4,339.0,8.1,0
12874,Mirza Teletovic,2013,Unknown,0,2016.0,79.0,PF,9.7,0.9,1.0,965.0,9.1,0
12875,Mirza Teletovic,2013,Unknown,0,2017.0,70.0,PF,8.3,0.5,1.0,451.0,6.4,0
12876,Sebastian Telfair,2005,Unknown,0,2005.0,68.0,PG,4.5,1.4,0.2,460.0,27.8,0
12877,Sebastian Telfair,2005,Unknown,0,2006.0,68.0,PG,4.4,2.2,0.3,643.0,26.5,0
12878,Sebastian Telfair,2005,Unknown,0,2007.0,78.0,PG,4.1,1.4,0.5,479.0,22.7,0
12879,Sebastian Telfair,2005,Unknown,0,2008.0,60.0,PG,4.0,1.6,0.5,556.0,27.7,0
12880,Sebastian Telfair,2005,Unknown,0,2009.0,75.0,PG,3.5,1.8,0.4,738.0,26.1,0
12881,Sebastian Telfair,2005,Unknown,0,2010.0,43.0,PG,4.0,1.9,0.6,208.0,29.9,0
12882,Sebastian Telfair,2005,Unknown,0,2010.0,39.0,PG,4.1,2.0,0.6,169.0,30.3,0
12883,Sebastian Telfair,2005,Unknown,0,2010.0,4.0,PG,3.1,1.4,0.0,39.0,27.1,0
12884,Sebastian Telfair,2005,Unknown,0,2011.0,37.0,PG,4.2,1.7,0.3,266.0,24.2,0
12885,Sebastian Telfair,2005,Unknown,0,2012.0,60.0,PG,5.7,2.4,1.0,368.0,24.5,0
12886,Sebastian Telfair,2005,Unknown,0,2013.0,59.0,PG,4.9,2.0,0.8,331.0,23.9,0
12887,Sebastian Telfair,2005,Unknown,0,2013.0,46.0,PG,4.9,1.8,0.9,275.0,21.9,0
12888,Sebastian Telfair,2005,Unknown,0,2013.0,13.0,PG,5.1,2.6,0.4,56.0,32.5,0
12889,Sebastian Telfair,2005,Unknown,0,2015.0,16.0,PG,4.9,1.5,0.0,134.0,20.8,0
12890,Garrett Temple,2010,Louisiana State University,0,2010.0,27.0,SG,5.4,2.0,1.3,136.0,9.6,1
12891,Garrett Temple,2010,Louisiana State University,0,2010.0,9.0,SG,6.8,1.7,2.5,45.0,8.9,1
12892,Garrett Temple,2010,Louisiana State University,0,2010.0,5.0,SG,7.5,2.2,0.0,11.0,13.2,1
12893,Garrett Temple,2010,Louisiana State University,0,2010.0,13.0,SG,4.3,2.2,0.7,80.0,9.5,1
12894,Garrett Temple,2010,Louisiana State University,0,2011.0,24.0,PG-SG,6.0,2.6,2.1,57.0,21.9,1
12895,Garrett Temple,2010,Louisiana State University,0,2011.0,3.0,SG,5.5,2.5,3.4,2.0,12.7,1
12896,Garrett Temple,2010,Louisiana State University,0,2011.0,9.0,SG,4.2,0.6,0.9,17.0,11.6,1
12897,Garrett Temple,2010,Louisiana State University,0,2011.0,12.0,PG,7.2,3.8,2.6,38.0,30.2,1
12898,Garrett Temple,2010,Louisiana State University,0,2013.0,51.0,SG,5.9,2.3,1.2,262.0,15.5,1
12899,Garrett Temple,2010,Louisiana State University,0,2014.0,75.0,SG,6.2,2.8,1.4,138.0,15.8,1
12900,Garrett Temple,2010,Louisiana State University,0,2015.0,52.0,SG,6.9,2.9,1.0,204.0,11.0,1
12901,Garrett Temple,2010,Louisiana State University,0,2016.0,80.0,SF,6.1,1.7,0.7,582.0,10.0,1
12902,Garrett Temple,2010,Louisiana State University,0,2017.0,65.0,SG,6.1,2.5,1.5,506.0,14.5,1
12903,Carlos Terry,1981,Winston-Salem State University,0,1982.0,13.0,SG,10.9,2.4,0.9,9.0,16.5,0
12904,Carlos Terry,1981,Winston-Salem State University,0,1983.0,55.0,SG,10.7,2.3,1.5,88.0,11.8,0
12905,Jason Terry,2000,University of Arizona,0,2000.0,81.0,PG,4.8,2.5,0.3,657.0,29.3,1
12906,Jason Terry,2000,University of Arizona,0,2001.0,82.0,SG,4.9,1.8,0.3,1619.0,24.3,1
12907,Jason Terry,2000,University of Arizona,0,2002.0,78.0,SG,5.2,2.5,0.3,1504.0,26.9,1
12908,Jason Terry,2000,University of Arizona,0,2003.0,81.0,PG,5.2,2.2,0.3,1395.0,34.8,1
12909,Jason Terry,2000,University of Arizona,0,2004.0,81.0,PG,6.3,2.2,0.4,1359.0,26.6,1
12910,Jason Terry,2000,University of Arizona,0,2005.0,80.0,PG,4.4,2.4,0.5,993.0,28.8,1
12911,Jason Terry,2000,University of Arizona,0,2006.0,80.0,PG,3.4,2.0,0.7,1371.0,19.6,1
12912,Jason Terry,2000,University of Arizona,0,2007.0,81.0,SG,4.9,1.5,0.5,1350.0,25.5,1
12913,Jason Terry,2000,University of Arizona,0,2008.0,82.0,SG,4.7,1.8,0.5,1269.0,17.5,1
12914,Jason Terry,2000,University of Arizona,0,2009.0,74.0,SG,4.1,2.0,0.6,1447.0,17.6,1
12915,Jason Terry,2000,University of Arizona,0,2010.0,77.0,SG,3.2,1.9,0.5,1280.0,18.8,1
12916,Jason Terry,2000,University of Arizona,0,2011.0,82.0,SG,3.5,1.9,0.4,1293.0,22.2,1
12917,Jason Terry,2000,University of Arizona,0,2012.0,63.0,SG,4.2,1.9,0.4,950.0,19.9,1
12918,Jason Terry,2000,University of Arizona,0,2013.0,79.0,SG,4.4,1.6,0.4,799.0,14.9,1
12919,Jason Terry,2000,University of Arizona,0,2014.0,35.0,PG,3.9,1.2,0.0,159.0,15.3,1
12920,Jason Terry,2000,University of Arizona,0,2015.0,77.0,SG,4.1,2.0,0.9,541.0,13.8,1
12921,Jason Terry,2000,University of Arizona,0,2016.0,72.0,SG,3.5,1.8,0.6,422.0,12.4,1
12922,Jason Terry,2000,University of Arizona,0,2017.0,74.0,SG,4.5,1.7,1.3,307.0,9.9,1
12923,Reggie Theus,1979,"University of Nevada, Las Vegas",0,1982.0,82.0,SG,6.2,1.5,0.3,1508.0,25.8,1
12924,Reggie Theus,1979,"University of Nevada, Las Vegas",0,1983.0,82.0,PG,5.6,2.3,0.3,1953.0,27.1,1
12925,Reggie Theus,1979,"University of Nevada, Las Vegas",0,1984.0,61.0,PG,4.9,1.6,0.5,745.0,34.1,1
12926,Reggie Theus,1979,"University of Nevada, Las Vegas",0,1984.0,31.0,PG,4.4,1.7,0.3,271.0,35.1,1
12927,Reggie Theus,1979,"University of Nevada, Las Vegas",0,1984.0,30.0,PG,5.3,1.5,0.6,474.0,33.4,1
12928,Reggie Theus,1979,"University of Nevada, Las Vegas",0,1985.0,82.0,SG,6.1,1.7,0.4,1341.0,35.3,1
12929,Reggie Theus,1979,"University of Nevada, Las Vegas",0,1986.0,82.0,SG,5.9,1.8,0.4,1503.0,38.2,1
